ErrorCode,ErrorText
9709367,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Destination address required"
9709368,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Message too long"
9709369,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Protocol wrong type for Socket"
9709370,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Protocol not available"
9709371,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Protocol not supported"
9709372,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Socket not supported"
9709373,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Operation not supported on Socket"
9709374,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Protocol family not supported"
9709375,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Address family not supported"
9709376,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Address already in use"
9709377,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Can't assign requested address"
9709378,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Network is down"
9709379,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Network is unreachable"
9709380,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Network dropped connection on reset"
9709381,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Software caused connection abort"
9709382,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Connection reset by peer"
9709383,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : No Buffer space available"
9709384,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Socket is already connected"
9709385,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Socket is not connected"
9709386,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Can't send after Socket shutdown"
9709387,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Too many references:can't splice"
9709388,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Connection timed out"
9709389,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Connection refused"
9709390,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Too many levels of symbolic links"
9709391,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : File name is too long"
9709392,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Host is down"
9709393,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Unreachable peer"
9709394,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Directory is not empty"
9709395,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Too many processes"
9709396,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Too many users"
9709397,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Disk quota exceeded"
9709398,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Stale NFS file handle"
9709399,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Too many levels of remote in path"
9709419,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Network subsystem is unusable"
9709420,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Winsock DLL cannot support this application"
9709421,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Winsock not initialized"
9709429,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Disconnect"
9710329,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Host not found"
9710330,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Non authoritative - host not found"
9710331,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Non recoverable error"
9710332,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Valid name, no data record of requested type"
9711329,"CPU : Address out of range ISO : Datasize passed to send/recv buffer is invalid TCP : Invalid address"
9764864,"CPU : Address out of range ISO : Null passed as pointer"
9774868,"CPU : Address out of range ISO : Null passed as pointer TCP : Interrupted system call"
9774873,"CPU : Address out of range ISO : Null passed as pointer TCP : Bad file number"
9774877,"CPU : Address out of range ISO : Null passed as pointer TCP : Permission denied"
9774878,"CPU : Address out of range ISO : Null passed as pointer TCP : Bad address"
9774886,"CPU : Address out of range ISO : Null passed as pointer TCP : Invalid argument"
9774888,"CPU : Address out of range ISO : Null passed as pointer TCP : Too many open files"
9774899,"CPU : Address out of range ISO : Null passed as pointer TCP : Operation would block"
9774900,"CPU : Address out of range ISO : Null passed as pointer TCP : Operation now in progress"
9774901,"CPU : Address out of range ISO : Null passed as pointer TCP : Operation already in progress"
9774902,"CPU : Address out of range ISO : Null passed as pointer TCP : Socket operation on non socket"
9774903,"CPU : Address out of range ISO : Null passed as pointer TCP : Destination address required"
9774904,"CPU : Address out of range ISO : Null passed as pointer TCP : Message too long"
9774905,"CPU : Address out of range ISO : Null passed as pointer TCP : Protocol wrong type for Socket"
9774906,"CPU : Address out of range ISO : Null passed as pointer TCP : Protocol not available"
9774907,"CPU : Address out of range ISO : Null passed as pointer TCP : Protocol not supported"
9774908,"CPU : Address out of range ISO : Null passed as pointer TCP : Socket not supported"
9774909,"CPU : Address out of range ISO : Null passed as pointer TCP : Operation not supported on Socket"
9774910,"CPU : Address out of range ISO : Null passed as pointer TCP : Protocol family not supported"
9774911,"CPU : Address out of range ISO : Null passed as pointer TCP : Address family not supported"
9774912,"CPU : Address out of range ISO : Null passed as pointer TCP : Address already in use"
9774913,"CPU : Address out of range ISO : Null passed as pointer TCP : Can't assign requested address"
9774914,"CPU : Address out of range ISO : Null passed as pointer TCP : Network is down"
9774915,"CPU : Address out of range ISO : Null passed as pointer TCP : Network is unreachable"
9774916,"CPU : Address out of range ISO : Null passed as pointer TCP : Network dropped connection on reset"
9774917,"CPU : Address out of range ISO : Null passed as pointer TCP : Software caused connection abort"
9774918,"CPU : Address out of range ISO : Null passed as pointer TCP : Connection reset by peer"
9774919,"CPU : Address out of range ISO : Null passed as pointer TCP : No Buffer space available"
9774920,"CPU : Address out of range ISO : Null passed as pointer TCP : Socket is already connected"
9774921,"CPU : Address out of range ISO : Null passed as pointer TCP : Socket is not connected"
9774922,"CPU : Address out of range ISO : Null passed as pointer TCP : Can't send after Socket shutdown"
9774923,"CPU : Address out of range ISO : Null passed as pointer TCP : Too many references:can't splice"
9774924,"CPU : Address out of range ISO : Null passed as pointer TCP : Connection timed out"
9774925,"CPU : Address out of range ISO : Null passed as pointer TCP : Connection refused"
9774926,"CPU : Address out of range ISO : Null passed as pointer TCP : Too many levels of symbolic links"
9774927,"CPU : Address out of range ISO : Null passed as pointer TCP : File name is too long"
9774928,"CPU : Address out of range ISO : Null passed as pointer TCP : Host is down"
9774929,"CPU : Address out of range ISO : Null passed as pointer TCP : Unreachable peer"
9774930,"CPU : Address out of range ISO : Null passed as pointer TCP : Directory is not empty"
9774931,"CPU : Address out of range ISO : Null passed as pointer TCP : Too many processes"
9774932,"CPU : Address out of range ISO : Null passed as pointer TCP : Too many users"
9774933,"CPU : Address out of range ISO : Null passed as pointer TCP : Disk quota exceeded"
9774934,"CPU : Address out of range ISO : Null passed as pointer TCP : Stale NFS file handle"
9774935,"CPU : Address out of range ISO : Null passed as pointer TCP : Too many levels of remote in path"
9774955,"CPU : Address out of range ISO : Null passed as pointer TCP : Network subsystem is unusable"
9774956,"CPU : Address out of range ISO : Null passed as pointer TCP : Winsock DLL cannot support this application"
9774957,"CPU : Address out of range ISO : Null passed as pointer TCP : Winsock not initialized"
9774965,"CPU : Address out of range ISO : Null passed as pointer TCP : Disconnect"
9775865,"CPU : Address out of range ISO : Null passed as pointer TCP : Host not found"
9775866,"CPU : Address out of range ISO : Null passed as pointer TCP : Non authoritative - host not found"
9775867,"CPU : Address out of range ISO : Null passed as pointer TCP : Non recoverable error"
9775868,"CPU : Address out of range ISO : Null passed as pointer TCP : Valid name, no data record of requested type"
9776865,"CPU : Address out of range ISO : Null passed as pointer TCP : Invalid address"
9830400,"CPU : Address out of range ISO : A short packet received"
9840404,"CPU : Address out of range ISO : A short packet received TCP : Interrupted system call"
9840409,"CPU : Address out of range ISO : A short packet received TCP : Bad file number"
9840413,"CPU : Address out of range ISO : A short packet received TCP : Permission denied"
9840414,"CPU : Address out of range ISO : A short packet received TCP : Bad address"
9840422,"CPU : Address out of range ISO : A short packet received TCP : Invalid argument"
9840424,"CPU : Address out of range ISO : A short packet received TCP : Too many open files"
9840435,"CPU : Address out of range ISO : A short packet received TCP : Operation would block"
9840436,"CPU : Address out of range ISO : A short packet received TCP : Operation now in progress"
9840437,"CPU : Address out of range ISO : A short packet received TCP : Operation already in progress"
9840438,"CPU : Address out of range ISO : A short packet received TCP : Socket operation on non socket"
9840439,"CPU : Address out of range ISO : A short packet received TCP : Destination address required"
9840440,"CPU : Address out of range ISO : A short packet received TCP : Message too long"
9840441,"CPU : Address out of range ISO : A short packet received TCP : Protocol wrong type for Socket"
9840442,"CPU : Address out of range ISO : A short packet received TCP : Protocol not available"
9840443,"CPU : Address out of range ISO : A short packet received TCP : Protocol not supported"
9840444,"CPU : Address out of range ISO : A short packet received TCP : Socket not supported"
9840445,"CPU : Address out of range ISO : A short packet received TCP : Operation not supported on Socket"
9840446,"CPU : Address out of range ISO : A short packet received TCP : Protocol family not supported"
9840447,"CPU : Address out of range ISO : A short packet received TCP : Address family not supported"
9840448,"CPU : Address out of range ISO : A short packet received TCP : Address already in use"
9840449,"CPU : Address out of range ISO : A short packet received TCP : Can't assign requested address"
9840450,"CPU : Address out of range ISO : A short packet received TCP : Network is down"
9840451,"CPU : Address out of range ISO : A short packet received TCP : Network is unreachable"
9840452,"CPU : Address out of range ISO : A short packet received TCP : Network dropped connection on reset"
9840453,"CPU : Address out of range ISO : A short packet received TCP : Software caused connection abort"
9840454,"CPU : Address out of range ISO : A short packet received TCP : Connection reset by peer"
9840455,"CPU : Address out of range ISO : A short packet received TCP : No Buffer space available"
9840456,"CPU : Address out of range ISO : A short packet received TCP : Socket is already connected"
